STATEFP,COUNTYFP,GEOID,NAME,NAMELSAD,NAME_1,Geo_NAME,TractPopulation2010,MedINC14,MedINC10,MedINC00,MedINC90,MedHOMVal14,MedHOMVal10,MedHOMVal00,MedHOMVal90,MedRNTVal14,MedRENTVal10,MedRENTVal00,MedRENTVal90,OWNshprate14,OWNshprate10,OWNshprate00,OWNshprate90,shWHITET14,shWHITE10,shWHITE00,shWHITE90,shHISP14,shHISP10,shHISP00,shHISP90,shBLCK14,shBLCK10,shBLCK00,shBLCK90,shASIAN14,shASIAN10,shASIAN00,shASIAN90,POVrate14,POVrate10,POVrate00,POVrate90,shBACH14,shBACH10,shBACH00,shBACH90,shCBRENT14,shCBRENT10,shCBRENT00,shCBRENT90,chMedINC1014,chMedINC0010,chMedINC9000,chMedINC0014,chMedINC9014,chHOMval1014,chHOMval0010,chHOMval9000,chHOMval0014,chHOMval9014,chRENTval1014,chRENTval0010,chRENTval9000,chRENTval0014,chRENTval9014,chOWNrate1014,chOWNrate0010,chOWNrate9000,chOWNrate0014,chOWNrate9014,chBACH1014,chBACH0010,chBACH9000,chBACH0014,chBACH9014,chWHITE1014,chWHITE0010,chWHITE9000,chWHITE0014,chWHITE9014,chHISP1014,chHISP0010,chHISP9000,chHISP0014,chHISP9014,chBLCK1014,chBLCK0010,chBLCK9000,chBLCK0014,chBLCK9014,chASIAN1014,chASIAN0010,chASIAN9000,chASIAN0014,chASIAN9014,chPOVrate1014,chPOVrate0010,chPOVrate9000,chPOVrate9014,chCBRENT1014,chCBRENT0010,chCBRENT9000,chCBRENT0014,chCBRENT9014
25,23,25023502101,5021.01,Census Tract 5021.01,Rockland,Census Tract 5021.01- Plymouth County- Massachusetts,6051,67012,60385,70256.57,73710.66,272669,355295,218945.11,250138.81,1105,1000,1037.97,1136,63,63,63,65,92,93,94,97,1,0,1,1,2,2,1,1,0,0,4,1,3.2,7.07,8.12,5.33,23.04,16.49,17.39,19.58,53,36,40,57,6627,-9871.57,-3454.09,-3244.57,-6698.66,-82626,136349.89,-31193.7,53723.89,22530.19,105,-37.97,-98.03,67.03,-31,0,0,-2,0,-2,6.55,-0.9,-2.19,5.64,3.45,-1,-1,-3,-2,-5,1,-1,0,0,0,1,0,1,1,1,0,-4,3,-3,-1,-3.87,-1.04,2.79,-2.13,16,-4,-17,13,-4
25,23,25023502102,5021.02,Census Tract 5021.02,Rockland,Census Tract 5021.02- Plymouth County- Massachusetts,5600,67831,67595,77958.49,66951.88,285072,331398,227917.22,249831.13,811,892,724.97,1051.91,75,73,74,63,88,84,93,96,1,1,1,1,7,8,2,2,0,0,4,1,4.84,6.48,7.02,12.28,29.2,27.11,20.28,10.7,44,51,36,43,236,-10363.49,11006.62,-10127.49,879.13,-46326,103480.78,-21913.91,57154.78,35240.88,-81,167.03,-326.95,86.03,-240.91,2,-1,11,1,12,2.09,6.83,9.58,8.93,18.51,3,-8,-4,-5,-9,0,0,0,0,0,-1,6,0,5,5,0,-4,3,-4,0,-1.63,-0.55,-5.26,-7.44,-6,15,-7,8,1
25,23,25023502200,5022,Census Tract 5022,Rockland,Census Tract 5022- Plymouth County- Massachusetts,5838,64973,77201,69625.77,77063.45,269314,327597,211014.98,252502.09,1426,1313,976.13,1218.71,83,80,82,82,94,93,96,96,1,2,1,1,3,3,1,2,0,1,2,1,7.89,3.58,5.21,4.41,21.74,23.03,17.25,15.95,77,23,22,33,-12228,7575.23,-7437.68,-4652.77,-12090.45,-58283,116582.02,-41487.11,58299.02,16811.91,113,336.87,-242.59,449.87,207.29,3,-2,0,1,1,-1.28,5.78,1.3,4.5,5.79,1,-2,0,-2,-2,-1,1,0,0,0,0,1,0,1,1,-1,-1,1,-2,-1,4.32,-1.63,0.8,3.48,54,1,-11,55,44
25,23,25023505101,5051.01,Census Tract 5051.01,Scituate,Census Tract 5051.01- Plymouth County- Massachusetts,6468,104123,106969,101270,98784,485151,534191,361965,345165,1196,1151,1389,1289,87,89,84,81,93,94,96,96,2,0,1,1,0,0,0,0,0,0,3,3,2.01,3.53,1.48,5.64,56.07,57.16,48.76,43.64,48,22,30,24,-2846,5699,2486,2853,5339,-49040,172226,16800,123186,139986,45,-238,100,-193,-93,-2,5,3,3,6,-1.09,8.4,5.12,7.31,12.44,-1,-1,-1,-3,-3,1,0,0,1,1,0,0,0,0,0,0,-3,1,-3,-3,-1.51,2.05,-4.16,-3.63,25,-7,6,18,24
33,15,33015980011,9800.11,Census Tract 9800.11,Londonderry,Census Tract 9800.11- Rockingham County- New Hampshire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,15,33015063001,630.01,Census Tract 630.01,Seabrook,Census Tract 630.01- Rockingham County- New Hampshire,3728,48958,59688,60938,52072.32,246947,314019,193222,252947.09,955,1034,943,1001,53,53,63,63,90,92,97,98,5,1,1,1,0,2,0,0,3,0,2,1,10.87,6.51,8.62,5.24,10.23,12.75,14.75,10.09,40,43,33,34,-10730,-1250,8865.68,-11980,-3114.32,-67072,120797,-59725.09,53725,-6000.09,-79,91,-58,12,-46,0,-10,0,-10,-10,-2.52,-2,4.66,-4.52,0.14,-2,-5,-1,-7,-8,4,0,0,4,4,-2,2,0,0,0,3,-2,1,1,2,4.37,-2.11,3.38,5.64,-3,10,-2,7,5
33,15,33015107200,1072,Census Tract 1072,Portsmouth,Census Tract 1072- Rockingham County- New Hampshire,6024,61758,67152,67307,64983,297882,287190,190609,241001,1198,1180,1147,1194,57,64,57,55,82,91,90,93,6,3,2,1,4,1,2,3,1,0,6,3,10.12,10.27,8.36,6.67,51.52,41.1,33.94,23.03,49,41,32,30,-5394,-155,2324,-5549,-3225,10692,96581,-50392,107273,56881,18,33,-47,51,4,-6,7,2,0,3,10.42,7.15,10.91,17.58,28.49,-10,1,-3,-8,-12,3,1,1,4,5,3,-1,-1,2,1,1,-6,4,-5,-2,-0.15,1.91,1.68,3.45,9,8,2,17,19
33,15,33015106200,1062,Census Tract 1062,Exeter,Census Tract 1062- Rockingham County- New Hampshire,4331,42127,47475,65967,66569.09,83773,105578,173281,269457.22,878,1029,934,1068,60,61,65,68,95,93,96,98,2,3,1,0,0,1,0,0,0,1,2,1,13.64,8.6,7.37,5.2,35.37,33.62,36.04,32.08,52,38,35,41,-5348,-18492,-602.09,-23840,-24442.09,-21805,-67703,-96176.22,-89508,-185684.22,-151,95,-134,-56,-190,-1,-4,-3,-5,-8,1.74,-2.42,3.96,-0.68,3.28,2,-3,-2,-1,-3,-1,2,0,1,1,0,0,0,0,0,-1,-1,1,-2,-1,5.04,1.23,2.17,8.44,14,3,-6,17,11
33,17,33017086000,860,Census Tract 860,Strafford,Census Tract 860- Strafford County- New Hampshire,3991,97333,78535,83921,69154,271754,293925,188684,225543,1055,1219,864,1230,92,95,89,88,90,98,98,99,7,1,1,0,1,0,0,0,0,0,1,0,1.88,4.68,1.85,4.9,40.49,36.34,28.47,26.86,50,49,6,25,18798,-5386,14767,13412,28179,-22171,105241,-36859,83070,46211,-164,355,-366,191,-175,-3,6,1,3,4,4.16,7.86,1.62,12.02,13.63,-8,0,-1,-8,-9,6,0,0,6,6,1,0,0,1,1,0,-1,1,-1,0,-2.81,2.83,-3.05,-3.02,1,43,-19,44,25
33,17,33017083001,830.01,Census Tract 830.01,Somersworth,Census Tract 830.01- Strafford County- New Hampshire,6802,48926,59540,57419,55323,214617,242765,143576,199019,1004,1089,840,848,52,48,48,49,82,86,96,97,7,5,2,1,2,1,0,0,3,2,2,1,15.67,13.32,9.52,9.68,22.81,20.23,20.16,14.32,59,38,38,40,-10614,2121,2096,-8493,-6397,-28148,99189,-55443,71041,15598,-85,249,-8,164,156,4,0,-1,4,3,2.58,0.08,5.83,2.65,8.48,-3,-10,-2,-13,-15,2,3,1,5,6,1,1,0,2,2,2,0,1,1,2,2.36,3.8,-0.16,5.99,21,0,-2,21,19
33,17,33017084200,842,Census Tract 842,Rochester,Census Tract 842- Strafford County- New Hampshire,7657,56153,58081,58580,59032,129726,193560,106444,181278,1050,907,853,887,82,85,78,79,96,96,97,98,0,1,1,1,0,1,1,0,0,1,2,1,8.68,12.6,7.55,4.08,18.65,16.9,11.98,13.82,32,58,37,43,-1928,-499,-452,-2427,-2879,-63834,87116,-74834,23282,-51552,143,54,-34,197,163,-4,7,-1,3,2,1.75,4.92,-1.84,6.67,4.83,0,0,-2,0,-2,-1,0,0,-1,-1,0,0,0,0,0,-1,-1,1,-2,-1,-3.92,5.05,3.48,4.6,-26,21,-7,-5,-11
33,17,33017088000,880,Census Tract 880,Milton,Census Tract 880- Strafford County- New Hampshire,4598,60032,63414,62815.99,60649.57,210042,203770,129551.66,181105.34,982,1168,838,917.03,84,85,80,83,99,97,98,99,0,1,0,0,0,0,0,0,0,0,2,1,8.14,6.96,7.87,6.59,17.14,14.23,9.24,12.65,48,38,38,47,-3382,598.01,2166.41,-2783.99,-617.57,6272,74218.34,-51553.69,80490.34,28936.66,-186,330,-79.03,144,64.97,-1,5,-3,5,1,2.92,4.99,-3.41,7.9,4.49,2,-1,-2,1,0,-1,1,0,0,0,0,0,0,0,0,0,-2,1,-2,-1,1.18,-0.91,1.28,1.55,10,0,-9,10,1
33,17,33017080202,802.02,Census Tract 802.02,Durham,Census Tract 802.02- Strafford County- New Hampshire,2630,57560,76939,50152.39,57349.09,296865,345628,270627.97,294572.41,899,795,674.06,841.05,57,65,52,45,90,92,94,96,2,1,2,1,0,1,1,1,2,0,3,2,32.07,23.15,32.6,26.79,80.5,84.48,71.85,66.74,68,66,61,59,-19379,26786.61,-7196.7,7407.61,210.91,-48763,75000.03,-23944.44,26237.03,2292.59,104,120.94,-166.99,224.94,57.95,-9,13,8,4,12,-3.98,12.63,5.11,8.64,13.76,-2,-3,-2,-4,-6,2,-1,1,1,2,-1,0,0,-1,-1,2,-3,1,-2,-1,8.92,-9.45,5.81,5.28,3,5,2,8,10
33,17,33017081200,812,Census Tract 812,Dover,Census Tract 812- Strafford County- New Hampshire,4492,72009,95845,76941,68756,273584,327597,199823,244514,1172,1101,934,1114,71,79,75,72,95,95,95,97,1,1,1,1,0,1,1,0,0,0,3,1,1.39,2.87,4.68,3.39,44.44,44.98,43.7,30.23,38,39,29,55,-23836,18904,8185,-4932,3253,-54013,127774,-44691,73761,29070,71,167,-180,238,58,-8,4,3,-3,-1,-0.54,1.28,13.47,0.74,14.21,0,0,-2,0,-3,0,1,0,1,0,-1,0,0,-1,0,0,-3,2,-3,-1,-1.48,-1.81,1.28,-2,-1,10,-26,8,-17
33,15,33015071000,710,Census Tract 710,Rye,Census Tract 710- Rockingham County- New Hampshire,5298,95583,92618,89760,77717,573601,642594,431415,389606,1790,1672,1278,1312,84,82,81,79,98,98,98,99,1,1,1,0,0,0,0,0,0,0,1,1,4.76,3.42,3.53,4.05,48.71,57.08,53.34,36.09,33,25,38,38,2965,2858,12043,5823,17866,-68993,211179,41809,142186,183995,118,394,-34,512,478,2,2,1,3,5,-8.37,3.73,17.25,-4.64,12.62,-1,0,-1,0,-1,0,0,0,0,1,0,0,0,0,0,0,-1,0,-1,-1,1.34,-0.11,-0.52,0.71,8,-14,0,-5,-5
33,15,33015100100,1001,Census Tract 1001,Salem,Census Tract 1001- Rockingham County- New Hampshire,6658,93320,94203,99493,88436,352782,415144,290452,305818,1589,1213,1008,1235,84,92,89,85,95,98,96,98,2,1,1,1,0,0,0,0,0,0,2,1,2.79,0.83,2.14,3.34,31.98,33.49,28.71,26.95,40,54,33,32,-883,-5290,11057,-6173,4884,-62362,124692,-15366,62330,46964,376,205,-227,581,354,-8,3,4,-5,-1,-1.51,4.78,1.76,3.28,5.04,-3,1,-1,-2,-3,1,0,0,1,1,0,0,0,0,0,0,-2,1,-2,-1,1.96,-1.31,-1.19,-0.54,-13,20,1,7,8
33,15,33015100301,1003.01,Census Tract 1003.01,Salem,Census Tract 1003.01- Rockingham County- New Hampshire,4521,73750,70011,84433,76042,273787,357467,221002,268403,1078,1155,990,1193,88,81,81,71,86,93,94,93,10,4,2,2,0,3,0,2,1,1,3,3,4.77,4.43,3.13,5.18,28.16,29.48,28.47,21.75,40,58,20,38,3739,-14422,8391,-10683,-2292,-83680,136465,-47401,52785,5384,-77,165,-203,88,-115,7,0,10,7,17,-1.32,1,6.72,-0.32,6.4,-7,-2,2,-9,-7,6,2,0,7,7,-2,2,-1,0,-2,0,-2,0,-2,-2,0.33,1.3,-2.05,-0.41,-18,38,-18,20,2
33,15,33015100302,1003.02,Census Tract 1003.02,Salem,Census Tract 1003.02- Rockingham County- New Hampshire,4262,64712,54853,61858,76042,225597,277523,183320,268403,1082,1180,1025,1193,62,70,57,71,76,74,86,93,13,16,4,2,0,1,1,2,2,5,8,3,3.85,4.51,12.21,5.18,27.93,24.38,19.97,21.75,31,52,38,38,9859,-7005,-14184,2854,-11330,-51926,94203,-85083,42277,-42806,-98,155,-168,57,-111,-8,13,-14,5,-9,3.55,4.41,-1.78,7.96,6.18,2,-12,-7,-10,-17,-2,11,2,9,11,0,-1,0,-1,-1,-2,-4,5,-6,-1,-0.66,-7.69,7.03,-1.33,-21,14,0,-7,-7
33,15,33015100400,1004,Census Tract 1004,Salem,Census Tract 1004- Rockingham County- New Hampshire,7729,77930,66588,81630,81680,285174,330638,219764,259972,977,940,858,899,72,76,76,75,84,86,95,97,6,10,2,1,1,0,0,0,0,3,2,2,4.4,4,2.39,2.63,29.66,28.84,25.62,16.94,45,37,25,31,11342,-15042,-50,-3700,-3750,-45464,110874,-40208,65410,25202,37,82,-41,119,78,-5,0,2,-5,-3,0.82,3.22,8.68,4.04,12.72,-2,-9,-2,-11,-13,-3,8,1,5,5,1,0,0,1,1,-3,1,1,-2,-1,0.39,1.62,-0.24,1.77,8,11,-5,19,14
33,15,33015101100,1011,Census Tract 1011,Plaistow,Census Tract 1011- Rockingham County- New Hampshire,7609,70264,83063,87706.92,79405.89,257825,313476,214819.02,263312.63,1285,1240,1090.99,1253.98,77,82,79,75,98,96,97,98,1,2,1,1,0,1,0,0,0,1,1,1,3.25,4.08,3.17,4.2,22.33,29.65,24.1,17.43,34,33,38,39,-12799,-4643.92,8301.03,-17442.92,-9141.89,-55651,98656.98,-48493.61,43005.98,-5487.62,45,149.01,-163,194.01,31.02,-5,3,4,-2,3,-7.32,5.55,6.67,-1.77,4.9,1,-1,-1,1,0,-1,0,0,0,0,-1,1,0,0,0,0,-1,0,-1,0,-0.83,0.91,-1.03,-0.95,1,-5,-1,-4,-5
33,15,33015102100,1021,Census Tract 1021,Newton,Census Tract 1021- Rockingham County- New Hampshire,4603,78980,94778,86661.05,76381.05,286800,314345,209038.45,242757.3,1154,1120,869,1087,79,85,84,81,93,98,97,98,5,1,1,1,1,0,0,0,0,0,1,0,9.07,4.27,4.02,3.18,28.98,26.77,21.34,16.19,53,62,30,39,-15798,8116.95,10280,-7681.05,2598.95,-27545,105306.55,-33718.84,77761.55,44042.7,34,251,-218,285,67,-6,1,3,-5,-2,2.21,5.43,5.15,7.64,12.8,-5,0,-1,-4,-5,4,0,0,4,4,1,0,0,1,1,0,-1,1,-1,0,4.8,0.25,0.84,5.9,-9,33,-9,24,15
33,15,33015103100,1031,Census Tract 1031,Atkinson,Census Tract 1031- Rockingham County- New Hampshire,6751,95341,95042,99113.64,107358.48,291274,390813,270531.81,304984.75,744,903,704.98,756.72,92,87,89,87,97,96,97,99,3,1,1,0,0,2,0,0,2,0,2,1,3.11,2.46,3.25,2.22,39.64,43.68,39.06,29.83,34,88,44,26,299,-4071.64,-8244.84,-3772.64,-12017.48,-99539,120281.19,-34452.94,20742.19,-13710.75,-159,198.02,-51.74,39.02,-12.72,5,-2,2,3,5,-4.04,4.61,9.24,0.58,9.81,1,-2,-1,-1,-2,2,1,0,2,3,-2,2,0,0,0,2,-2,1,0,1,0.65,-0.8,1.03,0.89,-54,44,19,-11,8
33,15,33015105100,1051,Census Tract 1051,Kingston,Census Tract 1051- Rockingham County- New Hampshire,6025,74817,75808,87459.78,86419.13,270635,342152,214054.45,260906.11,943,917,886.01,1036.07,85,88,86,83,96,99,98,98,2,0,1,1,0,0,0,0,0,0,1,0,5.52,4.18,2.51,3.98,28.56,28.02,22.85,21.96,38,36,25,26,-991,-11651.78,1040.66,-12642.78,-11602.12,-71517,128097.55,-46851.66,56580.55,9728.89,26,30.99,-150.06,56.99,-93.07,-3,2,3,-1,2,0.54,5.17,0.89,5.7,6.59,-3,1,-1,-2,-2,2,-1,0,1,1,0,0,0,0,0,0,-1,1,-1,0,1.34,1.67,-1.47,1.55,2,11,-1,13,12
33,15,33015106400,1064,Census Tract 1064,Exeter,Census Tract 1064- Rockingham County- New Hampshire,4022,85087,73269,66061.64,66678.68,281717,317712,173573.72,269766.13,1403,1389,934.19,1068.55,75,73,65,68,96,94,96,98,2,1,1,0,0,2,0,0,0,0,2,1,3.76,5.45,7.36,5.19,51.88,46.99,36.08,32.12,29,60,35,41,11818,7207.36,-617.04,19025.36,18408.32,-35995,144138.28,-96192.41,108143.28,11950.88,14,454.81,-134.37,468.81,334.45,2,8,-3,10,7,4.89,10.91,3.96,15.8,19.76,2,-2,-2,0,-2,1,0,0,1,2,-2,2,0,0,0,0,-2,1,-2,-1,-1.7,-1.9,2.17,-1.43,-32,25,-6,-6,-12
33,17,33017080204,802.04,Census Tract 802.04,Durham,Census Tract 802.04- Strafford County- New Hampshire,4144,48684,72639,51572,57341,334888,358988,229529,294576,1548,1688,736,841,34,61,33,45,92,87,92,96,1,3,1,1,1,1,1,1,0,1,6,2,48.4,10.85,45.64,26.8,94.92,80.2,75.83,66.75,85,88,55,59,-23955,21067,-5769,-2888,-8657,-24100,129459,-65047,105359,40312,-140,952,-105,812,707,-27,27,-11,0,-11,14.72,4.36,9.08,19.09,28.17,4,-5,-4,-1,-5,-2,2,0,0,0,0,0,0,0,0,-1,-4,3,-5,-2,37.54,-34.79,18.85,21.6,-3,33,-3,30,26
33,17,33017080203,802.03,Census Tract 802.03,Durham,Census Tract 802.03- Strafford County- New Hampshire,5159,32153,13026,51572,57341,298085,363007,229529,294576,990,810,736,841,40,36,33,45,86,90,92,96,2,2,1,1,1,1,1,1,1,1,6,2,31.71,46.41,45.64,26.8,74.94,69.6,75.83,66.75,62,62,55,59,19127,-38546,-5769,-19419,-25188,-64922,133478,-65047,68556,3509,180,74,-105,254,149,4,3,-11,7,-5,5.34,-6.24,9.08,-0.9,8.18,-4,-2,-4,-6,-10,-1,1,0,1,1,0,0,0,0,0,0,-5,3,-5,-2,-14.7,0.77,18.85,4.92,0,6,-3,6,3
33,15,33015065006,650.06,Census Tract 650.06,Hampton,Census Tract 650.06- Rockingham County- New Hampshire,1527,83009,100824,72668,75478,361017,454139,238605,283158,1005,481,942,1052,81,90,59,62,98,100,97,98,0,0,1,1,0,0,0,0,0,0,1,1,4.95,2.24,6.98,7.15,57.16,69.83,36.51,30.63,60,53,27,35,-17815,28156,-2810,10341,7531,-93122,215534,-44553,122412,77859,524,-461,-110,63,-47,-9,31,-3,22,19,-12.68,33.32,5.88,20.64,26.52,-2,3,-1,0,-1,0,-1,0,-1,-1,0,0,0,0,0,0,-1,1,-1,-1,2.72,-4.74,-0.17,-2.2,7,26,-8,34,26
33,15,33015065007,650.07,Census Tract 650.07,Hampton,Census Tract 650.07- Rockingham County- New Hampshire,1842,66875,62717,72668,75478,312827,329769,238605,283158,1107,1062,942,1052,66,59,59,62,92,88,97,98,5,5,1,1,2,3,0,0,0,0,1,1,3.26,3.2,6.98,7.15,47.55,43.59,36.51,30.63,43,52,27,35,4158,-9951,-2810,-5793,-8603,-16942,91164,-44553,74222,29669,45,120,-110,165,55,7,-1,-3,7,4,3.96,7.08,5.88,11.03,16.91,3,-9,-1,-5,-7,-1,4,0,4,4,-1,3,0,2,2,0,-1,1,-1,-1,0.06,-3.78,-0.17,-3.89,-8,25,-8,16,9
33,15,33015065005,650.05,Census Tract 650.05,Hampton,Census Tract 650.05- Rockingham County- New Hampshire,2469,91700,74926,72668,75478,326552,358445,238605,283158,1271,1180,942,1052,69,67,59,62,96,94,97,98,3,4,1,1,0,0,0,0,0,0,1,1,2.08,5.61,6.98,7.15,49.19,43.72,36.51,30.63,29,52,27,35,16774,2258,-2810,19032,16222,-31893,119840,-44553,87947,43394,91,238,-110,329,219,2,7,-3,10,7,5.47,7.21,5.88,12.68,18.56,2,-3,-1,-1,-2,-2,3,0,2,2,0,0,0,0,0,0,-1,1,-1,-1,-3.53,-1.37,-0.17,-5.07,-23,25,-8,2,-6
33,15,33015069300,693,Census Tract 693,Portsmouth,Census Tract 693- Rockingham County- New Hampshire,2065,76101,68245,55116,59368,313742,320102,223753,195506,1177,1277,979,1043,55,52,53,53,95,96,94,96,1,0,1,1,1,0,2,2,0,0,3,1,7.97,10.59,11.36,6.29,51.86,48.2,41.95,22.52,59,43,28,39,7856,13129,-4252,20985,16733,-6360,96349,28247,89989,118236,-100,298,-64,198,134,4,-1,0,3,2,3.66,6.25,19.43,9.91,29.33,-2,2,-2,0,-1,1,-1,0,0,1,1,-2,0,0,-1,0,-3,1,-3,-1,-2.63,-0.77,5.07,1.68,15,15,-11,30,20
33,15,33015061001,610.01,Census Tract 610.01,Exeter,Census Tract 610.01- Rockingham County- New Hampshire,5953,88000,87167,74451,66569.12,272974,355186,222928,269456.94,1277,1154,1027,1068,69,74,71,68,97,99,97,98,0,0,1,0,0,0,0,0,0,0,2,1,5.95,3.44,2.22,5.2,53.54,51.86,41.05,32.08,40,51,44,41,833,12716,7881.88,13549,21430.88,-82212,132258,-46528.94,50046,3517.06,123,127,-41,250,209,-5,3,3,-2,1,1.68,10.81,8.97,12.49,21.46,-2,2,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,-2,1,-2,-1,2.51,1.22,-2.98,0.75,-10,7,3,-3,0
33,15,33015062500,625,Census Tract 625,Kensington,Census Tract 625- Rockingham County- New Hampshire,2938,105152,95818,95276.27,84708.15,382163,426441,290935.03,304016.75,1663,1042,1243.64,1142.67,90,92,91,90,96,97,98,99,2,0,0,0,0,0,0,0,0,0,1,1,3.62,1.11,4.05,2.94,40.82,38.12,33.82,27.7,31,41,25,30,9334,541.73,10568.12,9875.73,20443.85,-44278,135505.97,-13081.72,91227.97,78146.25,621,-201.64,100.97,419.36,520.33,-2,1,1,-1,0,2.7,4.31,6.12,7.01,13.12,-1,-1,-1,-2,-3,2,0,0,2,2,0,0,0,0,0,0,-1,1,-1,0,2.5,-2.93,1.11,0.68,-10,16,-5,6,1
33,15,33015066000,660,Census Tract 660,North Hampton,Census Tract 660- Rockingham County- New Hampshire,4301,86853,81553,94797.36,86806.2,377385,435999,265835.13,324085.78,1006,1421,971.01,1175.01,91,82,87,86,95,97,98,99,1,1,1,0,1,0,0,0,0,0,1,0,3.66,1.86,3.32,2.89,49.97,46.3,40.32,31.3,48,39,12,42,5300,-13244.36,7991.16,-7944.36,46.8,-58614,170163.88,-58250.66,111549.88,53299.22,-415,449.99,-204,34.99,-169.01,9,-5,1,4,5,3.67,5.98,9.01,9.65,18.66,-2,-1,-1,-2,-4,0,0,1,0,1,1,0,0,1,1,0,-1,1,-1,0,1.8,-1.46,0.43,0.77,9,27,-30,36,6
33,15,33015067000,670,Census Tract 670,Stratham,Census Tract 670- Rockingham County- New Hampshire,7255,116875,115779,109040.92,95002.69,376877,428070,270766.03,315522.59,1411,1448,1189.79,1385.43,93,93,89,85,97,95,97,98,1,1,1,1,0,0,0,0,0,0,2,1,0.34,0.81,1.17,2.1,59.03,57.78,49.57,41.15,37,44,35,29,1096,6738.08,14038.23,7834.08,21872.31,-51193,157303.97,-44756.56,106110.97,61354.41,-37,258.21,-195.65,221.21,25.57,0,4,4,4,8,1.25,8.21,8.41,9.46,17.87,1,-2,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,-2,1,-2,-1,-0.47,-0.36,-0.93,-1.76,-7,9,6,2,9
33,15,33015069100,691,Census Tract 691,Portsmouth,Census Tract 691- Rockingham County- New Hampshire,3867,61981,64056,65555,52308,487489,515726,308330,273673,981,1059,923,905,43,45,43,37,96,92,96,96,1,4,1,1,0,2,1,2,0,1,2,1,3.91,10.12,7.51,8.26,68.13,60.99,54.99,44.03,27,40,20,32,-2075,-1499,13247,-3574,9673,-28237,207396,34657,179159,213816,-78,136,18,58,76,-2,2,6,0,6,7.13,6,10.97,13.14,24.1,3,-4,0,-1,0,-2,3,-1,1,0,-2,1,-1,0,-1,-1,0,1,-1,0,-6.22,2.62,-0.76,-4.36,-13,20,-12,7,-4
33,15,33015069200,692,Census Tract 692,Portsmouth,Census Tract 692- Rockingham County- New Hampshire,2638,71466,76891,61085,46049,354815,371370,226916,243109,1108,1086,972,931,45,43,33,32,94,95,95,95,0,0,1,1,0,1,1,3,0,0,2,1,5.62,5.1,6.83,11.41,64.5,61.59,49.44,29.43,39,38,34,56,-5425,15806,15036,10381,25417,-16555,144454,-16193,127899,111706,22,114,41,136,177,2,9,1,12,13,2.92,12.15,20.01,15.06,35.07,-1,0,0,-1,-1,0,-1,0,-1,-1,-1,0,-1,-1,-3,0,-2,1,-2,-1,0.52,-1.74,-4.58,-5.79,1,4,-22,5,-17
33,15,33015065001,650.01,Census Tract 650.01,Hampton,Census Tract 650.01- Rockingham County- New Hampshire,7874,76094,84482,86756.71,75478,336617,373869,257579.58,283158,1228,1067,932.01,1052,75,79,78,62,92,96,97,98,0,1,1,1,1,0,0,0,0,0,2,1,5.63,5.42,4.8,7.15,47.02,39.67,36.03,30.63,53,38,44,35,-8388,-2274.71,11278.71,-10662.71,616,-37252,116289.42,-25578.42,79037.42,53459,161,134.99,-119.99,295.99,176,-4,1,15,-2,13,7.35,3.64,5.39,10.99,16.38,-3,-1,-2,-4,-6,0,0,0,-1,0,1,0,0,1,1,0,-2,1,-2,-1,0.21,0.62,-2.34,-1.52,14,-6,9,9,18
33,15,33015056000,560,Census Tract 560,Deerfield,Census Tract 560- Rockingham County- New Hampshire,4280,87982,92949,87178.55,75548.91,274702,322600,205953.03,254907.27,1051,1179,1018.99,1119.52,93,89,89,91,99,99,98,99,1,1,0,0,0,0,0,0,0,0,1,0,3.76,2.73,3.2,5.57,33.27,30.77,31.7,31,63,38,29,36,-4967,5770.45,11629.64,803.45,12433.09,-47898,116646.97,-48954.23,68748.97,19794.73,-128,160.01,-100.53,32.01,-68.52,4,-1,-1,3,2,2.5,-0.93,0.7,1.57,2.27,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,1.03,-0.47,-2.36,-1.8,26,9,-7,35,27
33,15,33015055002,550.02,Census Tract 550.02,Raymond,Census Tract 550.02- Rockingham County- New Hampshire,4194,60377,66770,64474.45,69659.13,214211,244286,141954.36,208865.83,1078,905,883.96,1063.95,73,83,73,77,90,98,98,99,4,0,1,0,1,0,0,0,0,0,1,0,9.56,6.13,6.01,4.73,22.87,18.82,13.48,13.2,36,28,32,43,-6393,2295.55,-5184.68,-4097.45,-9282.13,-30075,102331.64,-66911.47,72256.64,5345.17,173,21.04,-179.99,194.04,14.05,-9,10,-5,1,-4,4.05,5.34,0.28,9.39,9.68,-9,1,-1,-8,-9,4,0,0,4,4,1,0,0,1,1,0,-1,1,-1,0,3.43,0.12,1.27,4.82,9,-5,-11,4,-7
